vote_choice,gender,race,age,ideology,party_id,pol_interest,church_attendance,discuss_politics,race_text,gender_text,age_text,ideology_text,party_id_text,church_attendance_text,pol_interest_text,discuss_politics_text,user_content,assistant_content
2,1,1,23,4,4,3,2,1,white,man,23,moderate,an independent,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 23 years old. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,64,3,3,2,2,1,white,woman,64,slightly liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,47,2,3,2,2,1,white,woman,47,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 47 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,47,7,6,1,1,1,white,man,47,extremely conservative,not a very strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 47 years old. Ideologically, I am extremely conservative. Politically, I am not a very strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,64,7,7,2,2,1,white,woman,64,extremely conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,57,5,6,2,2,1,white,man,57,slightly conservative,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 57 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,72,6,7,2,1,1,white,man,72,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 72 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,49,1,3,1,2,1,white,man,49,extremely liberal,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 49 years old. Ideologically, I am extremely liberal. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,24,6,7,1,2,1,white,man,24,conservative,a strong Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 24 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,61,2,3,2,2,1,white,woman,61,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,47,2,3,1,2,1,white,man,47,liberal,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 47 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,70,4,2,2,1,1,white,man,70,moderate,not a very strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,45,6,7,3,2,1,white,woman,45,conservative,a strong Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,60,1,1,1,2,1,white,man,60,extremely liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,79,5,5,2,1,1,white,woman,79,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 79 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,69,2,1,1,1,1,white,man,69,liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,60,5,5,2,1,1,white,man,60,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
